x position        y position        field value
    0.13        0.55        9.88376
    0.14        0.55        9.88448
    0.15        0.55        9.88528
    0.16        0.55        9.88616
    0.17        0.55        9.88713
    0.18        0.55        9.88818
    0.19        0.55        9.88932
    0.2        0.55        9.89054
    0.21        0.55        9.89185
    0.22        0.55        9.89325
    0.23        0.55        9.89475
    0.24        0.55        9.89634
    0.25        0.55        9.89803
    0.26        0.55        9.89983
    0.27        0.55        9.90173
    0.28        0.55        9.90374
    0.29        0.55        9.90587
    0.3        0.55        9.90811
    0.31        0.55        9.91048
    0.32        0.55        9.91299
    0.33        0.55        9.91563
    0.34        0.55        9.91841
    0.35        0.55        9.92135
    0.36        0.55        9.92445
    0.37        0.55        9.92772
    0.38        0.55        9.93117
    0.39        0.55        9.93483
    0.4        0.55        9.93869
    0.41        0.55        9.94279
    0.42        0.55        9.94714
    0.43        0.55        9.95177
    0.44        0.55        9.95671
    0.45        0.55        9.96199
    0.46        0.55        9.96767
    0.47        0.55        9.97379
    0.48        0.55        9.98042
    0.49        0.55        9.98766
    0.5        0.55        9.99561
    0.01        0.56        9.85348
    0.02        0.56        9.85399
    0.03        0.56        9.85463
    0.04        0.56        9.85539
    0.05        0.56        9.85604
    0.06        0.56        9.85657
    0.07        0.56        9.85698
    0.08        0.56        9.85727
    0.09        0.56        9.85767
    0.1        0.56        9.85816
    0.11        0.56        9.85875
    0.12        0.56        9.85943
    0.13        0.56        9.86021
    0.14        0.56        9.86109
    0.15        0.56        9.86207
    0.16        0.56        9.86315
    0.17        0.56        9.86433
    0.18        0.56        9.86561
    0.19        0.56        9.86699
    0.2        0.56        9.86848
    0.21        0.56        9.87008
    0.22        0.56        9.87179
    0.23        0.56        9.87361
    0.24        0.56        9.87555
    0.25        0.56        9.87761
    0.26        0.56        9.8798
    0.27        0.56        9.88212
    0.28        0.56        9.88457
    0.29        0.56        9.88716
    0.3        0.56        9.88989
    0.31        0.56        9.89277
    0.32        0.56        9.89582
    0.33        0.56        9.89903
    0.34        0.56        9.90242
    0.35        0.56        9.90599
    0.36        0.56        9.90975
    0.37        0.56        9.91373
    0.38        0.56        9.91792
    0.39        0.56        9.92235
    0.4        0.56        9.92704
    0.41        0.56        9.932
    0.42        0.56        9.93727
    0.43        0.56        9.94286
    0.44        0.56        9.94881
    0.45        0.56        9.95516
    0.46        0.56        9.96196
    0.47        0.56        9.96927
    0.48        0.56        9.97714
    0.49        0.56        9.98567
    0.5        0.56        9.99494
    0.01        0.57        9.82916
    0.02        0.57        9.82965
    0.03        0.57        9.83028
    0.04        0.57        9.83105
    0.05        0.57        9.83194
    0.06        0.57        9.83273
    0.07        0.57        9.83341
    0.08        0.57        9.83399
    0.09        0.57        9.83446
    0.1        0.57        9.83504
    0.11        0.57        9.83574
    0.12        0.57        9.83655
    0.13        0.57        9.83747
    0.14        0.57        9.83851
    0.15        0.57        9.83966
    0.16        0.57        9.84093
    0.17        0.57        9.84232
    0.18        0.57        9.84383
    0.19        0.57        9.84546
    0.2        0.57        9.84722
    0.21        0.57        9.8491
    0.22        0.57        9.85111
    0.23        0.57        9.85326
    0.24        0.57        9.85554
    0.25        0.57        9.85797
    0.26        0.57        9.86054
    0.27        0.57        9.86327
    0.28        0.57        9.86615
    0.29        0.57        9.8692
    0.3        0.57        9.87241
    0.31        0.57        9.87581
    0.32        0.57        9.87939
    0.33        0.57        9.88316
    0.34        0.57        9.88714
    0.35        0.57        9.89133
    0.36        0.57        9.89575
    0.37        0.57        9.90041
    0.38        0.57        9.90533
    0.39        0.57        9.91052
    0.4        0.57        9.91601
    0.41        0.57        9.92182
    0.42        0.57        9.92796
    0.43        0.57        9.93448
    0.44        0.57        9.94141
    0.45        0.57        9.94879
    0.46        0.57        9.95666
    0.47        0.57        9.96508
    0.48        0.57        9.97412
    0.49        0.57        9.98384
    0.5        0.57        9.99433
    0.01        0.58        9.8056
    0.02        0.58        9.80608
    0.03        0.58        9.80671
    0.04        0.58        9.80748
    0.05        0.58        9.80839
    0.06        0.58        9.80944
    0.07        0.58        9.81039
    0.08        0.58        9.81126
    0.09        0.58        9.81203
    0.1        0.58        9.81271
    0.11        0.58        9.81351
    0.12        0.58        9.81445
    0.13        0.58        9.81551
    0.14        0.58        9.81671
    0.15        0.58        9.81804
    0.16        0.58        9.8195
    0.17        0.58        9.8211
    0.18        0.58        9.82283
    0.19        0.58        9.82471
    0.2        0.58        9.82672
    0.21        0.58        9.82889
    0.22        0.58        9.8312
    0.23        0.58        9.83367
    0.24        0.58        9.83629
    0.25        0.58        9.83908
    0.26        0.58        9.84204
    0.27        0.58        9.84516
    0.28        0.58        9.84847
    0.29        0.58        9.85197
    0.3        0.58        9.85566
    0.31        0.58        9.85955
    0.32        0.58        9.86366
    0.33        0.58        9.86798
    0.34        0.58        9.87254
    0.35        0.58        9.87734
    0.36        0.58        9.88241
    0.37        0.58        9.88774
    0.38        0.58        9.89337
    0.39        0.58        9.8993
    0.4        0.58        9.90557
    0.41        0.58        9.91219
    0.42        0.58        9.91919
    0.43        0.58        9.9266
    0.44        0.58        9.93446
    0.45        0.58        9.94282
    0.46        0.58        9.9517
    0.47        0.58        9.96118
    0.48        0.58        9.9713
    0.49        0.58        9.98214
    0.5        0.58        9.99376
    0.01        0.59        9.78279
    0.02        0.59        9.78326
    0.03        0.59        9.78389
    0.04        0.59        9.78467
    0.05        0.59        9.78561
    0.06        0.59        9.78669
    0.07        0.59        9.78792
    0.08        0.59        9.78907
    0.09        0.59        9.79015
    0.1        0.59        9.79114
    0.11        0.59        9.79206
    0.12        0.59        9.79312
    0.13        0.59        9.79432
    0.14        0.59        9.79568
    0.15        0.59        9.79718
    0.16        0.59        9.79883
    0.17        0.59        9.80063
    0.18        0.59        9.80259
    0.19        0.59        9.80471
    0.2        0.59        9.80699
    0.21        0.59        9.80943
    0.22        0.59        9.81204
    0.23        0.59        9.81482
    0.24        0.59        9.81778
    0.25        0.59        9.82092
    0.26        0.59        9.82425
    0.27        0.59        9.82778
    0.28        0.59        9.83151
    0.29        0.59        9.83545
    0.3        0.59        9.8396
    0.31        0.59        9.84399
    0.32        0.59        9.84861
    0.33        0.59        9.85347
    0.34        0.59        9.8586
    0.35        0.59        9.864
    0.36        0.59        9.86969
    0.37        0.59        9.87568
    0.38        0.59        9.88199
    0.39        0.59        9.88865
    0.4        0.59        9.89567
    0.41        0.59        9.90307
    0.42        0.59        9.9109
    0.43        0.59        9.91917
    0.44        0.59        9.92793
    0.45        0.59        9.93721
    0.46        0.59        9.94706
    0.47        0.59        9.95753
    0.48        0.59        9.96867
    0.49        0.59        9.98055
    0.5        0.59        9.99323
    0.01        0.6        9.76072
    0.02        0.6        9.76119
    0.03        0.6        9.76182
    0.04        0.6        9.76261
    0.05        0.6        9.76357
    0.06        0.6        9.76469
    0.07        0.6        9.76598
    0.08        0.6        9.76742
    0.09        0.6        9.7688
    0.1        0.6        9.77011
    0.11        0.6        9.77136
    0.12        0.6        9.77254
    0.13        0.6        9.77389
    0.14        0.6        9.7754
    0.15        0.6        9.77707
    0.16        0.6        9.77891
    0.17        0.6        9.78092
    0.18        0.6        9.7831
    0.19        0.6        9.78545
    0.2        0.6        9.78798
    0.21        0.6        9.7907
    0.22        0.6        9.7936
    0.23        0.6        9.79669
    0.24        0.6        9.79998
    0.25        0.6        9.80347
    0.26        0.6        9.80718
    0.27        0.6        9.81109
    0.28        0.6        9.81523
    0.29        0.6        9.81961
    0.3        0.6        9.82422
    0.31        0.6        9.82908
    0.32        0.6        9.83421
    0.33        0.6        9.83961
    0.34        0.6        9.84529
    0.35        0.6        9.85127
    0.36        0.6        9.85757
    0.37        0.6        9.8642
    0.38        0.6        9.87118
    0.39        0.6        9.87853
    0.4        0.6        9.88628
    0.41        0.6        9.89444
    0.42        0.6        9.90306
    0.43        0.6        9.91216
    0.44        0.6        9.92177
    0.45        0.6        9.93193
    0.46        0.6        9.9427
    0.47        0.6        9.95411
    0.48        0.6        9.96621
    0.49        0.6        9.97907
    0.5        0.6        9.99273
    0.01        0.61        9.73939
    0.02        0.61        9.73985
    0.03        0.61        9.74048
    0.04        0.61        9.74129
    0.05        0.61        9.74227
    0.06        0.61        9.74344
    0.07        0.61        9.74477
    0.08        0.61        9.74628
    0.09        0.61        9.74796
    0.1        0.61        9.7496
    0.11        0.61        9.75118
    0.12        0.61        9.75271
    0.13        0.61        9.75419
    0.14        0.61        9.75585
    0.15        0.61        9.75769
    0.16        0.61        9.75972
    0.17        0.61        9.76193
    0.18        0.61        9.76432
    0.19        0.61        9.76691
    0.2        0.61        9.7697
    0.21        0.61        9.77268
    0.22        0.61        9.77587
    0.23        0.61        9.77927
    0.24        0.61        9.78288
    0.25        0.61        9.78672
    0.26        0.61        9.79078
    0.27        0.61        9.79508
    0.28        0.61        9.79963
    0.29        0.61        9.80443
    0.3        0.61        9.80949
    0.31        0.61        9.81482
    0.32        0.61        9.82044
    0.33        0.61        9.82635
    0.34        0.61        9.83258
    0.35        0.61        9.83913
    0.36        0.61        9.84602
    0.37        0.61        9.85327
    0.38        0.61        9.86089
    0.39        0.61        9.86892
    0.4        0.61        9.87737
    0.41        0.61        9.88627
    0.42        0.61        9.89564
    0.43        0.61        9.90553
    0.44        0.61        9.91595
    0.45        0.61        9.92696
    0.46        0.61        9.93859
    0.47        0.61        9.95089
    0.48        0.61        9.9639
    0.49        0.61        9.97767
    0.5        0.61        9.99227
    0.01        0.62        9.71878
    0.02        0.62        9.71923
    0.03        0.62        9.71987
    0.04        0.62        9.72069
    0.05        0.62        9.7217
    0.06        0.62        9.7229
    0.07        0.62        9.72429
    0.08        0.62        9.72587
    0.09        0.62        9.72763
    0.1        0.62        9.72958
    0.11        0.62        9.73149
    0.12        0.62        9.73337
    0.13        0.62        9.73522
    0.14        0.62        9.73703
    0.15        0.62        9.73904
    0.16        0.62        9.74124
    0.17        0.62        9.74365
    0.18        0.62        9.74626
    0.19        0.62        9.74908
    0.2        0.62        9.75211
    0.21        0.62        9.75536
    0.22        0.62        9.75883
    0.23        0.62        9.76253
    0.24        0.62        9.76646
    0.25        0.62        9.77063
    0.26        0.62        9.77505
    0.27        0.62        9.77973
    0.28        0.62        9.78467
    0.29        0.62        9.78988
    0.3        0.62        9.79538
    0.31        0.62        9.80117
    0.32        0.62        9.80727
    0.33        0.62        9.81369
    0.34        0.62        9.82044
    0.35        0.62        9.82754
    0.36        0.62        9.83501
    0.37        0.62        9.84285
    0.38        0.62        9.85111
    0.39        0.62        9.85978
    0.4        0.62        9.86891
    0.41        0.62        9.87851
    0.42        0.62        9.88862
    0.43        0.62        9.89925
    0.44        0.62        9.91046
    0.45        0.62        9.92227
    0.46        0.62        9.93472
    0.47        0.62        9.94785
    0.48        0.62        9.96172
    0.49        0.62        9.97636
    0.5        0.62        9.99183
    0.01        0.63        9.69888
    0.02        0.63        9.69932
    0.03        0.63        9.69996
    0.04        0.63        9.7008
    0.05        0.63        9.70184
    0.06        0.63        9.70308
    0.07        0.63        9.70452
    0.08        0.63        9.70617
    0.09        0.63        9.70801
    0.1        0.63        9.71005
    0.11        0.63        9.71229
    0.12        0.63        9.71452
    0.13        0.63        9.71672
    0.14        0.63        9.71891
    0.15        0.63        9.72108
    0.16        0.63        9.72347
    0.17        0.63        9.72607
    0.18        0.63        9.72889
    0.19        0.63        9.73194
    0.2        0.63        9.73521
    0.21        0.63        9.73872
    0.22        0.63        9.74246
    0.23        0.63        9.74646
    0.24        0.63        9.7507
    0.25        0.63        9.7552
    0.26        0.63        9.75997
    0.27        0.63        9.76501
    0.28        0.63        9.77034
    0.29        0.63        9.77596
    0.3        0.63        9.78188
    0.31        0.63        9.78812
    0.32        0.63        9.79469
    0.33        0.63        9.80159
    0.34        0.63        9.80886
    0.35        0.63        9.81649
    0.36        0.63        9.82451
    0.37        0.63        9.83294
    0.38        0.63        9.8418
    0.39        0.63        9.8511
    0.4        0.63        9.86088
    0.41        0.63        9.87115
    0.42        0.63        9.88195
    0.43        0.63        9.89331
    0.44        0.63        9.90526
    0.45        0.63        9.91783
    0.46        0.63        9.93106
    0.47        0.63        9.94499
    0.48        0.63        9.95967
    0.49        0.63        9.97513
    0.5        0.63        9.99142
    0.01        0.64        9.67968
    0.02        0.64        9.68012
    0.03        0.64        9.68076
    0.04        0.64        9.68162
    0.05        0.64        9.68268
    0.06        0.64        9.68397
    0.07        0.64        9.68546
    0.08        0.64        9.68716
    0.09        0.64        9.68908
    0.1        0.64        9.69122
    0.11        0.64        9.69357
    0.12        0.64        9.69613
    0.13        0.64        9.6987
    0.14        0.64        9.70126
    0.15        0.64        9.70381
    0.16        0.64        9.70638
    0.17        0.64        9.70917
    0.18        0.64        9.7122
    0.19        0.64        9.71546
    0.2        0.64        9.71898
    0.21        0.64        9.72274
    0.22        0.64        9.72675
    0.23        0.64        9.73103
    0.24        0.64        9.73558
    0.25        0.64        9.7404
    0.26        0.64        9.74551
    0.27        0.64        9.75091
    0.28        0.64        9.75661
    0.29        0.64        9.76263
    0.3        0.64        9.76897
    0.31        0.64        9.77564
    0.32        0.64        9.78266
    0.33        0.64        9.79004
    0.34        0.64        9.7978
    0.35        0.64        9.80595
    0.36        0.64        9.81451
    0.37        0.64        9.8235
    0.38        0.64        9.83294
    0.39        0.64        9.84284
    0.4        0.64        9.85325
    0.41        0.64        9.86417
    0.42        0.64        9.87564
    0.43        0.64        9.88768
    0.44        0.64        9.90034
    0.45        0.64        9.91363
    0.46        0.64        9.9276
    0.47        0.64        9.94229
    0.48        0.64        9.95772
    0.49        0.64        9.97396
    0.5        0.64        9.99103
    0.01        0.65        9.66117
    0.02        0.65        9.6616
    0.03        0.65        9.66225
    0.04        0.65        9.66312
    0.05        0.65        9.66421
    0.06        0.65        9.66553
    0.07        0.65        9.66708
    0.08        0.65        9.66885
    0.09        0.65        9.67085
    0.1        0.65        9.67307
    0.11        0.65        9.67552
    0.12        0.65        9.67821
    0.13        0.65        9.68112
    0.14        0.65        9.68405
    0.15        0.65        9.68699
    0.16        0.65        9.68995
    0.17        0.65        9.69293
    0.18        0.65        9.69616
    0.19        0.65        9.69965
    0.2        0.65        9.70339
    0.21        0.65        9.7074
    0.22        0.65        9.71168
    0.23        0.65        9.71624
    0.24        0.65        9.72108
    0.25        0.65        9.72622
    0.26        0.65        9.73166
    0.27        0.65        9.73741
    0.28        0.65        9.74348
    0.29        0.65        9.74987
    0.3        0.65        9.75661
    0.31        0.65        9.76371
    0.32        0.65        9.77117
    0.33        0.65        9.77901
    0.34        0.65        9.78725
    0.35        0.65        9.7959
    0.36        0.65        9.80498
    0.37        0.65        9.81451
    0.38        0.65        9.82451
    0.39        0.65        9.83499
    0.4        0.65        9.846
    0.41        0.65        9.85754
    0.42        0.65        9.86964
    0.43        0.65        9.88235
    0.44        0.65        9.89567
    0.45        0.65        9.90965
    0.46        0.65        9.92433
    0.47        0.65        9.93973
    0.48        0.65        9.95589
    0.49        0.65        9.97285
    0.5        0.65        9.99066
    0.01        0.66        9.64334
    0.02        0.66        9.64375
    0.03        0.66        9.64441
    0.04        0.66        9.6453
    0.05        0.66        9.64642
    0.06        0.66        9.64778
    0.07        0.66        9.64937
    0.08        0.66        9.65121
    0.09        0.66        9.65328
    0.1        0.66        9.65559
    0.11        0.66        9.65815
    0.12        0.66        9.66094
    0.13        0.66        9.66399
    0.14        0.66        9.66728
    0.15        0.66        9.67061
    0.16        0.66        9.67396
    0.17        0.66        9.67735
    0.18        0.66        9.68077
    0.19        0.66        9.68447
    0.2        0.66        9.68844
    0.21        0.66        9.69269
    0.22        0.66        9.69723
    0.23        0.66        9.70206
    0.24        0.66        9.7072
    0.25        0.66        9.71264
    0.26        0.66        9.7184
    0.27        0.66        9.72448
    0.28        0.66        9.73091
    0.29        0.66        9.73768
    0.3        0.66        9.74481
    0.31        0.66        9.75231
    0.32        0.66        9.7602
    0.33        0.66        9.76849
    0.34        0.66        9.77719
    0.35        0.66        9.78632
    0.36        0.66        9.7959
    0.37        0.66        9.80595
    0.38        0.66        9.81649
    0.39        0.66        9.82753
    0.4        0.66        9.83911
    0.41        0.66        9.85124
    0.42        0.66        9.86396
    0.43        0.66        9.87728
    0.44        0.66        9.89125
    0.45        0.66        9.90589
    0.46        0.66        9.92123
    0.47        0.66        9.93731
    0.48        0.66        9.95415
    0.49        0.66        9.97181
    0.5        0.66        9.99031
    0.01        0.67        9.62617
    0.02        0.67        9.62658
    0.03        0.67        9.62723
    0.04        0.67        9.62814
    0.05        0.67        9.62929
    0.06        0.67        9.63069
    0.07        0.67        9.63233
    0.08        0.67        9.63423
    0.09        0.67        9.63637
    0.1        0.67        9.63877
    0.11        0.67        9.64143
    0.12        0.67        9.64434
    0.13        0.67        9.64751
    0.14        0.67        9.65094
    0.15        0.67        9.65464
    0.16        0.67        9.65838
    0.17        0.67        9.66217
    0.18        0.67        9.66601
    0.19        0.67        9.66992
    0.2        0.67        9.67411
    0.21        0.67        9.6786
    0.22        0.67        9.68339
    0.23        0.67        9.68848
    0.24        0.67        9.6939
    0.25        0.67        9.69964
    0.26        0.67        9.70571
    0.27        0.67        9.71212
    0.28        0.67        9.71889
    0.29        0.67        9.72603
    0.3        0.67        9.73353
    0.31        0.67        9.74143
    0.32        0.67        9.74973
    0.33        0.67        9.75845
    0.34        0.67        9.7676
    0.35        0.67        9.77719
    0.36        0.67        9.78726
    0.37        0.67        9.7978
    0.38        0.67        9.80886
    0.39        0.67        9.82043
    0.4        0.67        9.83256
    0.41        0.67        9.84526
    0.42        0.67        9.85856
    0.43        0.67        9.87248
    0.44        0.67        9.88706
    0.45        0.67        9.90232
    0.46        0.67        9.91829
    0.47        0.67        9.93501
    0.48        0.67        9.95251
    0.49        0.67        9.97082
    0.5        0.67        9.98998
    0.01        0.68        9.60965
    0.02        0.68        9.61005
    0.03        0.68        9.61072
    0.04        0.68        9.61163
    0.05        0.68        9.61281
    0.06        0.68        9.61425
    0.07        0.68        9.61594
    0.08        0.68        9.6179
    0.09        0.68        9.62012
    0.1        0.68        9.6226
    0.11        0.68        9.62535
    0.12        0.68        9.62837
    0.13        0.68        9.63166
    0.14        0.68        9.63523
    0.15        0.68        9.63907
    0.16        0.68        9.6432
    0.17        0.68        9.64739
    0.18        0.68        9.65165
    0.19        0.68        9.65598
    0.2        0.68        9.66038
    0.21        0.68        9.6651
    0.22        0.68        9.67013
    0.23        0.68        9.67549
    0.24        0.68        9.68118
    0.25        0.68        9.6872
    0.26        0.68        9.69358
    0.27        0.68        9.70031
    0.28        0.68        9.70741
    0.29        0.68        9.7149
    0.3        0.68        9.72277
    0.31        0.68        9.73105
    0.32        0.68        9.73975
    0.33        0.68        9.74888
    0.34        0.68        9.75846
    0.35        0.68        9.7685
    0.36        0.68        9.77903
    0.37        0.68        9.79005
    0.38        0.68        9.8016
    0.39        0.68        9.81369
    0.4        0.68        9.82634
    0.41        0.68        9.83958
    0.42        0.68        9.85344
    0.43        0.68        9.86793
    0.44        0.68        9.88309
    0.45        0.68        9.89894
    0.46        0.68        9.91551
    0.47        0.68        9.93284
    0.48        0.68        9.95095
    0.49        0.68        9.96989
    0.5        0.68        9.98967
    0.01        0.69        9.59378
    0.02        0.69        9.59417
    0.03        0.69        9.59484
    0.04        0.69        9.59577
    0.05        0.69        9.59697
    0.06        0.69        9.59845
    0.07        0.69        9.60019
    0.08        0.69        9.6022
    0.09        0.69        9.60449
    0.1        0.69        9.60706
    0.11        0.69        9.60991
    0.12        0.69        9.61303
    0.13        0.69        9.61644
    0.14        0.69        9.62014
    0.15        0.69        9.62413
    0.16        0.69        9.62841
    0.17        0.69        9.633
    0.18        0.69        9.63766
    0.19        0.69        9.64241
    0.2        0.69        9.64725
    0.21        0.69        9.65219
    0.22        0.69        9.65746
    0.23        0.69        9.66306
    0.24        0.69        9.66901
    0.25        0.69        9.67532
    0.26        0.69        9.68199
    0.27        0.69        9.68903
    0.28        0.69        9.69645
    0.29        0.69        9.70427
    0.3        0.69        9.7125
    0.31        0.69        9.72115
    0.32        0.69        9.73023
    0.33        0.69        9.73976
    0.34        0.69        9.74975
    0.35        0.69        9.76022
    0.36        0.69        9.77119
    0.37        0.69        9.78268
    0.38        0.69        9.7947
    0.39        0.69        9.80728
    0.4        0.69        9.82044
    0.41        0.69        9.83419
    0.42        0.69        9.84858
    0.43        0.69        9.86361
    0.44        0.69        9.87932
    0.45        0.69        9.89573
    0.46        0.69        9.91288
    0.47        0.69        9.93078
    0.48        0.69        9.94948
    0.49        0.69        9.969
    0.5        0.69        9.98937
    0.01        0.7        9.57854
    0.02        0.7        9.57893
    0.03        0.7        9.57959
    0.04        0.7        9.58054
    0.05        0.7        9.58177
    0.06        0.7        9.58327
    0.07        0.7        9.58506
    0.08        0.7        9.58714
    0.09        0.7        9.5895
    0.1        0.7        9.59214
    0.11        0.7        9.59508
    0.12        0.7        9.59831
    0.13        0.7        9.60183
    0.14        0.7        9.60566
    0.15        0.7        9.60979
    0.16        0.7        9.61422
    0.17        0.7        9.61897
    0.18        0.7        9.62404
    0.19        0.7        9.6292
    0.2        0.7        9.63447
    0.21        0.7        9.63985
    0.22        0.7        9.64534
    0.23        0.7        9.65119
    0.24        0.7        9.6574
    0.25        0.7        9.66397
    0.26        0.7        9.67092
    0.27        0.7        9.67826
    0.28        0.7        9.686
    0.29        0.7        9.69414
    0.3        0.7        9.70271
    0.31        0.7        9.71171
    0.32        0.7        9.72116
    0.33        0.7        9.73107
    0.34        0.7        9.74147
    0.35        0.7        9.75235
    0.36        0.7        9.76375
    0.37        0.7        9.77567
    0.38        0.7        9.78815
    0.39        0.7        9.80119
    0.4        0.7        9.81483
    0.41        0.7        9.82908
    0.42        0.7        9.84397
    0.43        0.7        9.85951
    0.44        0.7        9.87575
    0.45        0.7        9.89269
    0.46        0.7        9.91038
    0.47        0.7        9.92883
    0.48        0.7        9.94808
    0.49        0.7        9.96816
