x position        y position        field value
    0.87        0.03        9.40986
    0.88        0.03        9.40433
    0.89        0.03        9.39927
    0.9        0.03        9.39468
    0.91        0.03        9.39054
    0.92        0.03        9.38687
    0.93        0.03        9.38365
    0.94        0.03        9.38089
    0.95        0.03        9.37857
    0.96        0.03        9.37669
    0.97        0.03        9.37525
    0.98        0.03        9.37425
    0.99        0.03        9.3737
    1        0.03        9.37363
    0.51        0.04        9.98602
    0.52        0.04        9.95889
    0.53        0.04        9.93236
    0.54        0.04        9.90639
    0.55        0.04        9.88098
    0.56        0.04        9.85611
    0.57        0.04        9.832
    0.58        0.04        9.80863
    0.59        0.04        9.78601
    0.6        0.04        9.76412
    0.61        0.04        9.74295
    0.62        0.04        9.72248
    0.63        0.04        9.70272
    0.64        0.04        9.68364
    0.65        0.04        9.66524
    0.66        0.04        9.6475
    0.67        0.04        9.63042
    0.68        0.04        9.61398
    0.69        0.04        9.59817
    0.7        0.04        9.58298
    0.71        0.04        9.5684
    0.72        0.04        9.55443
    0.73        0.04        9.54104
    0.74        0.04        9.52824
    0.75        0.04        9.516
    0.76        0.04        9.50433
    0.77        0.04        9.49321
    0.78        0.04        9.48263
    0.79        0.04        9.4726
    0.8        0.04        9.46308
    0.81        0.04        9.45409
    0.82        0.04        9.44561
    0.83        0.04        9.43764
    0.84        0.04        9.43017
    0.85        0.04        9.42319
    0.86        0.04        9.4167
    0.87        0.04        9.41068
    0.88        0.04        9.40515
    0.89        0.04        9.40008
    0.9        0.04        9.39549
    0.91        0.04        9.39135
    0.92        0.04        9.38767
    0.93        0.04        9.38445
    0.94        0.04        9.38167
    0.95        0.04        9.37935
    0.96        0.04        9.37747
    0.97        0.04        9.37603
    0.98        0.04        9.37504
    0.99        0.04        9.37451
    1        0.04        9.37444
    0.51        0.05        9.98597
    0.52        0.05        9.95877
    0.53        0.05        9.93242
    0.54        0.05        9.90665
    0.55        0.05        9.88145
    0.56        0.05        9.8568
    0.57        0.05        9.8327
    0.58        0.05        9.80935
    0.59        0.05        9.78675
    0.6        0.05        9.76488
    0.61        0.05        9.74373
    0.62        0.05        9.72329
    0.63        0.05        9.70355
    0.64        0.05        9.6845
    0.65        0.05        9.66612
    0.66        0.05        9.64841
    0.67        0.05        9.63136
    0.68        0.05        9.61494
    0.69        0.05        9.59916
    0.7        0.05        9.58399
    0.71        0.05        9.56944
    0.72        0.05        9.55549
    0.73        0.05        9.54212
    0.74        0.05        9.52934
    0.75        0.05        9.51712
    0.76        0.05        9.50547
    0.77        0.05        9.49436
    0.78        0.05        9.4838
    0.79        0.05        9.47378
    0.8        0.05        9.46428
    0.81        0.05        9.4553
    0.82        0.05        9.44683
    0.83        0.05        9.43887
    0.84        0.05        9.4314
    0.85        0.05        9.42443
    0.86        0.05        9.41794
    0.87        0.05        9.41193
    0.88        0.05        9.4064
    0.89        0.05        9.40133
    0.9        0.05        9.39674
    0.91        0.05        9.3926
    0.92        0.05        9.38892
    0.93        0.05        9.38569
    0.94        0.05        9.38291
    0.95        0.05        9.38059
    0.96        0.05        9.3787
    0.97        0.05        9.37727
    0.98        0.05        9.37628
    0.99        0.05        9.37575
    1        0.05        9.37567
    0.51        0.06        9.98594
    0.52        0.06        9.95871
    0.53        0.06        9.93233
    0.54        0.06        9.90678
    0.55        0.06        9.88181
    0.56        0.06        9.8574
    0.57        0.06        9.83354
    0.58        0.06        9.81022
    0.59        0.06        9.78765
    0.6        0.06        9.76581
    0.61        0.06        9.7447
    0.62        0.06        9.7243
    0.63        0.06        9.7046
    0.64        0.06        9.68558
    0.65        0.06        9.66725
    0.66        0.06        9.64957
    0.67        0.06        9.63255
    0.68        0.06        9.61617
    0.69        0.06        9.60043
    0.7        0.06        9.5853
    0.71        0.06        9.57078
    0.72        0.06        9.55686
    0.73        0.06        9.54352
    0.74        0.06        9.53077
    0.75        0.06        9.51858
    0.76        0.06        9.50695
    0.77        0.06        9.49587
    0.78        0.06        9.48534
    0.79        0.06        9.47533
    0.8        0.06        9.46585
    0.81        0.06        9.45689
    0.82        0.06        9.44844
    0.83        0.06        9.44049
    0.84        0.06        9.43304
    0.85        0.06        9.42608
    0.86        0.06        9.4196
    0.87        0.06        9.4136
    0.88        0.06        9.40808
    0.89        0.06        9.40302
    0.9        0.06        9.39842
    0.91        0.06        9.39429
    0.92        0.06        9.39061
    0.93        0.06        9.38738
    0.94        0.06        9.38461
    0.95        0.06        9.38228
    0.96        0.06        9.38039
    0.97        0.06        9.37896
    0.98        0.06        9.37797
    0.99        0.06        9.37743
    1        0.06        9.37734
    0.51        0.07        9.98594
    0.52        0.07        9.9587
    0.53        0.07        9.93233
    0.54        0.07        9.90679
    0.55        0.07        9.88206
    0.56        0.07        9.8579
    0.57        0.07        9.83431
    0.58        0.07        9.81125
    0.59        0.07        9.78872
    0.6        0.07        9.76693
    0.61        0.07        9.74586
    0.62        0.07        9.72551
    0.63        0.07        9.70586
    0.64        0.07        9.68689
    0.65        0.07        9.6686
    0.66        0.07        9.65098
    0.67        0.07        9.63401
    0.68        0.07        9.61768
    0.69        0.07        9.60197
    0.7        0.07        9.58689
    0.71        0.07        9.57242
    0.72        0.07        9.55854
    0.73        0.07        9.54524
    0.74        0.07        9.53253
    0.75        0.07        9.52038
    0.76        0.07        9.50879
    0.77        0.07        9.49774
    0.78        0.07        9.48724
    0.79        0.07        9.47726
    0.8        0.07        9.46781
    0.81        0.07        9.45888
    0.82        0.07        9.45045
    0.83        0.07        9.44253
    0.84        0.07        9.43509
    0.85        0.07        9.42815
    0.86        0.07        9.42169
    0.87        0.07        9.4157
    0.88        0.07        9.41019
    0.89        0.07        9.40514
    0.9        0.07        9.40055
    0.91        0.07        9.39642
    0.92        0.07        9.39275
    0.93        0.07        9.38953
    0.94        0.07        9.38675
    0.95        0.07        9.38442
    0.96        0.07        9.38254
    0.97        0.07        9.3811
    0.98        0.07        9.3801
    0.99        0.07        9.37956
    1        0.07        9.37945
    0.51        0.08        9.98595
    0.52        0.08        9.95873
    0.53        0.08        9.93238
    0.54        0.08        9.90687
    0.55        0.08        9.88219
    0.56        0.08        9.8583
    0.57        0.08        9.83497
    0.58        0.08        9.8122
    0.59        0.08        9.78995
    0.6        0.08        9.76821
    0.61        0.08        9.74721
    0.62        0.08        9.72692
    0.63        0.08        9.70733
    0.64        0.08        9.68842
    0.65        0.08        9.6702
    0.66        0.08        9.65263
    0.67        0.08        9.63572
    0.68        0.08        9.61945
    0.69        0.08        9.60381
    0.7        0.08        9.58878
    0.71        0.08        9.57436
    0.72        0.08        9.56053
    0.73        0.08        9.54729
    0.74        0.08        9.53462
    0.75        0.08        9.52252
    0.76        0.08        9.51097
    0.77        0.08        9.49997
    0.78        0.08        9.48951
    0.79        0.08        9.47957
    0.8        0.08        9.47016
    0.81        0.08        9.46126
    0.82        0.08        9.45286
    0.83        0.08        9.44496
    0.84        0.08        9.43756
    0.85        0.08        9.43064
    0.86        0.08        9.4242
    0.87        0.08        9.41823
    0.88        0.08        9.41273
    0.89        0.08        9.4077
    0.9        0.08        9.40312
    0.91        0.08        9.39901
    0.92        0.08        9.39534
    0.93        0.08        9.39212
    0.94        0.08        9.38935
    0.95        0.08        9.38702
    0.96        0.08        9.38514
    0.97        0.08        9.3837
    0.98        0.08        9.3827
    0.99        0.08        9.38214
    1        0.08        9.38202
    0.51        0.09        9.98597
    0.52        0.09        9.9588
    0.53        0.09        9.9325
    0.54        0.09        9.90704
    0.55        0.09        9.88241
    0.56        0.09        9.85858
    0.57        0.09        9.83555
    0.58        0.09        9.81306
    0.59        0.09        9.79111
    0.6        0.09        9.76967
    0.61        0.09        9.74874
    0.62        0.09        9.72852
    0.63        0.09        9.70901
    0.64        0.09        9.69018
    0.65        0.09        9.67203
    0.66        0.09        9.65454
    0.67        0.09        9.6377
    0.68        0.09        9.6215
    0.69        0.09        9.60592
    0.7        0.09        9.59096
    0.71        0.09        9.5766
    0.72        0.09        9.56284
    0.73        0.09        9.54966
    0.74        0.09        9.53705
    0.75        0.09        9.52501
    0.76        0.09        9.51351
    0.77        0.09        9.50256
    0.78        0.09        9.49215
    0.79        0.09        9.48226
    0.8        0.09        9.47289
    0.81        0.09        9.46403
    0.82        0.09        9.45567
    0.83        0.09        9.44781
    0.84        0.09        9.44044
    0.85        0.09        9.43354
    0.86        0.09        9.42713
    0.87        0.09        9.42119
    0.88        0.09        9.41571
    0.89        0.09        9.4107
    0.9        0.09        9.40614
    0.91        0.09        9.40203
    0.92        0.09        9.39838
    0.93        0.09        9.39517
    0.94        0.09        9.3924
    0.95        0.09        9.39008
    0.96        0.09        9.3882
    0.97        0.09        9.38675
    0.98        0.09        9.38575
    0.99        0.09        9.38518
    1        0.09        9.38505
    0.51        0.1        9.986
    0.52        0.1        9.9589
    0.53        0.1        9.93267
    0.54        0.1        9.90728
    0.55        0.1        9.88273
    0.56        0.1        9.85898
    0.57        0.1        9.83603
    0.58        0.1        9.81385
    0.59        0.1        9.7922
    0.6        0.1        9.77108
    0.61        0.1        9.75046
    0.62        0.1        9.73033
    0.63        0.1        9.7109
    0.64        0.1        9.69216
    0.65        0.1        9.67409
    0.66        0.1        9.65669
    0.67        0.1        9.63993
    0.68        0.1        9.62381
    0.69        0.1        9.60832
    0.7        0.1        9.59344
    0.71        0.1        9.57916
    0.72        0.1        9.56547
    0.73        0.1        9.55236
    0.74        0.1        9.53982
    0.75        0.1        9.52784
    0.76        0.1        9.51641
    0.77        0.1        9.50552
    0.78        0.1        9.49516
    0.79        0.1        9.48533
    0.8        0.1        9.47601
    0.81        0.1        9.4672
    0.82        0.1        9.45888
    0.83        0.1        9.45106
    0.84        0.1        9.44373
    0.85        0.1        9.43688
    0.86        0.1        9.4305
    0.87        0.1        9.42458
    0.88        0.1        9.41913
    0.89        0.1        9.41414
    0.9        0.1        9.4096
    0.91        0.1        9.40552
    0.92        0.1        9.40187
    0.93        0.1        9.39868
    0.94        0.1        9.39592
    0.95        0.1        9.3936
    0.96        0.1        9.39172
    0.97        0.1        9.39027
    0.98        0.1        9.38926
    0.99        0.1        9.38868
    1        0.1        9.38853
    0.51        0.11        9.98605
    0.52        0.11        9.95904
    0.53        0.11        9.93289
    0.54        0.11        9.9076
    0.55        0.11        9.88313
    0.56        0.11        9.85948
    0.57        0.11        9.83663
    0.58        0.11        9.81455
    0.59        0.11        9.79323
    0.6        0.11        9.77243
    0.61        0.11        9.75214
    0.62        0.11        9.73233
    0.63        0.11        9.71301
    0.64        0.11        9.69437
    0.65        0.11        9.6764
    0.66        0.11        9.65909
    0.67        0.11        9.64243
    0.68        0.11        9.62641
    0.69        0.11        9.61101
    0.7        0.11        9.59621
    0.71        0.11        9.58202
    0.72        0.11        9.56842
    0.73        0.11        9.55539
    0.74        0.11        9.54293
    0.75        0.11        9.53102
    0.76        0.11        9.51967
    0.77        0.11        9.50885
    0.78        0.11        9.49856
    0.79        0.11        9.48878
    0.8        0.11        9.47952
    0.81        0.11        9.47077
    0.82        0.11        9.46251
    0.83        0.11        9.45474
    0.84        0.11        9.44745
    0.85        0.11        9.44063
    0.86        0.11        9.43429
    0.87        0.11        9.42841
    0.88        0.11        9.423
    0.89        0.11        9.41803
    0.9        0.11        9.41352
    0.91        0.11        9.40945
    0.92        0.11        9.40583
    0.93        0.11        9.40264
    0.94        0.11        9.39989
    0.95        0.11        9.39758
    0.96        0.11        9.3957
    0.97        0.11        9.39425
    0.98        0.11        9.39323
    0.99        0.11        9.39265
    1        0.11        9.39249
    0.51        0.12        9.9861
    0.52        0.12        9.9592
    0.53        0.12        9.93316
    0.54        0.12        9.90798
    0.55        0.12        9.88363
    0.56        0.12        9.86009
    0.57        0.12        9.83735
    0.58        0.12        9.81539
    0.59        0.12        9.79418
    0.6        0.12        9.77373
    0.61        0.12        9.75377
    0.62        0.12        9.73431
    0.63        0.12        9.71533
    0.64        0.12        9.6968
    0.65        0.12        9.67894
    0.66        0.12        9.66175
    0.67        0.12        9.6452
    0.68        0.12        9.62928
    0.69        0.12        9.61398
    0.7        0.12        9.59929
    0.71        0.12        9.5852
    0.72        0.12        9.57169
    0.73        0.12        9.55875
    0.74        0.12        9.54638
    0.75        0.12        9.53456
    0.76        0.12        9.52329
    0.77        0.12        9.51255
    0.78        0.12        9.50233
    0.79        0.12        9.49263
    0.8        0.12        9.48343
    0.81        0.12        9.47474
    0.82        0.12        9.46654
    0.83        0.12        9.45882
    0.84        0.12        9.45159
    0.85        0.12        9.44482
    0.86        0.12        9.43852
    0.87        0.12        9.43269
    0.88        0.12        9.4273
    0.89        0.12        9.42237
    0.9        0.12        9.41788
    0.91        0.12        9.41384
    0.92        0.12        9.41024
    0.93        0.12        9.40707
    0.94        0.12        9.40433
    0.95        0.12        9.40203
    0.96        0.12        9.40015
    0.97        0.12        9.3987
    0.98        0.12        9.39768
    0.99        0.12        9.39709
    1        0.12        9.39691
    0.51        0.13        9.98617
    0.52        0.13        9.95939
    0.53        0.13        9.93349
    0.54        0.13        9.90843
    0.55        0.13        9.88421
    0.56        0.13        9.8608
    0.57        0.13        9.83819
    0.58        0.13        9.81636
    0.59        0.13        9.79529
    0.6        0.13        9.77497
    0.61        0.13        9.75537
    0.62        0.13        9.73627
    0.63        0.13        9.71763
    0.64        0.13        9.69946
    0.65        0.13        9.68173
    0.66        0.13        9.66466
    0.67        0.13        9.64823
    0.68        0.13        9.63243
    0.69        0.13        9.61725
    0.7        0.13        9.60267
    0.71        0.13        9.58869
    0.72        0.13        9.57529
    0.73        0.13        9.56245
    0.74        0.13        9.55018
    0.75        0.13        9.53846
    0.76        0.13        9.52727
    0.77        0.13        9.51662
    0.78        0.13        9.50649
    0.79        0.13        9.49686
    0.8        0.13        9.48775
    0.81        0.13        9.47912
    0.82        0.13        9.47099
    0.83        0.13        9.46334
    0.84        0.13        9.45616
    0.85        0.13        9.44944
    0.86        0.13        9.4432
    0.87        0.13        9.4374
    0.88        0.13        9.43206
    0.89        0.13        9.42716
    0.9        0.13        9.42271
    0.91        0.13        9.4187
    0.92        0.13        9.41511
    0.93        0.13        9.41196
    0.94        0.13        9.40924
    0.95        0.13        9.40695
    0.96        0.13        9.40508
    0.97        0.13        9.40363
    0.98        0.13        9.40261
    0.99        0.13        9.402
    1        0.13        9.40182
    0.51        0.14        9.98624
    0.52        0.14        9.95961
    0.53        0.14        9.93386
    0.54        0.14        9.90895
    0.55        0.14        9.88488
    0.56        0.14        9.86162
    0.57        0.14        9.83916
    0.58        0.14        9.81748
    0.59        0.14        9.79656
    0.6        0.14        9.77638
    0.61        0.14        9.75693
    0.62        0.14        9.7382
    0.63        0.14        9.71993
    0.64        0.14        9.70213
    0.65        0.14        9.68476
    0.66        0.14        9.66783
    0.67        0.14        9.65154
    0.68        0.14        9.63587
    0.69        0.14        9.62081
    0.7        0.14        9.60636
    0.71        0.14        9.5925
    0.72        0.14        9.57921
    0.73        0.14        9.56649
    0.74        0.14        9.55433
    0.75        0.14        9.54271
    0.76        0.14        9.53163
    0.77        0.14        9.52107
    0.78        0.14        9.51103
    0.79        0.14        9.5015
    0.8        0.14        9.49246
    0.81        0.14        9.48392
    0.82        0.14        9.47586
    0.83        0.14        9.46827
    0.84        0.14        9.46116
    0.85        0.14        9.45451
    0.86        0.14        9.44831
    0.87        0.14        9.44257
    0.88        0.14        9.43727
    0.89        0.14        9.43242
    0.9        0.14        9.428
    0.91        0.14        9.42401
    0.92        0.14        9.42046
    0.93        0.14        9.41733
    0.94        0.14        9.41463
    0.95        0.14        9.41234
    0.96        0.14        9.41048
    0.97        0.14        9.40904
    0.98        0.14        9.40801
    0.99        0.14        9.40739
    1        0.14        9.4072
    0.51        0.15        9.98632
    0.52        0.15        9.95986
    0.53        0.15        9.93427
    0.54        0.15        9.90954
    0.55        0.15        9.88563
    0.56        0.15        9.86254
    0.57        0.15        9.84025
    0.58        0.15        9.81873
    0.59        0.15        9.79798
    0.6        0.15        9.77796
    0.61        0.15        9.75868
    0.62        0.15        9.7401
    0.63        0.15        9.72222
    0.64        0.15        9.7048
    0.65        0.15        9.68782
    0.66        0.15        9.67126
    0.67        0.15        9.65511
    0.68        0.15        9.63959
    0.69        0.15        9.62468
    0.7        0.15        9.61036
    0.71        0.15        9.59663
    0.72        0.15        9.58347
    0.73        0.15        9.57088
    0.74        0.15        9.55884
    0.75        0.15        9.54733
    0.76        0.15        9.53636
    0.77        0.15        9.52591
    0.78        0.15        9.51597
    0.79        0.15        9.50653
    0.8        0.15        9.49759
    0.81        0.15        9.48913
    0.82        0.15        9.48115
    0.83        0.15        9.47364
    0.84        0.15        9.4666
    0.85        0.15        9.46001
    0.86        0.15        9.45388
    0.87        0.15        9.44819
    0.88        0.15        9.44294
    0.89        0.15        9.43813
    0.9        0.15        9.43375
    0.91        0.15        9.4298
    0.92        0.15        9.42628
    0.93        0.15        9.42317
    0.94        0.15        9.42049
    0.95        0.15        9.41822
    0.96        0.15        9.41637
    0.97        0.15        9.41493
    0.98        0.15        9.41389
    0.99        0.15        9.41327
    1        0.15        9.41306
    0.51        0.16        9.98642
    0.52        0.16        9.96014
    0.53        0.16        9.93474
    0.54        0.16        9.91019
    0.55        0.16        9.88647
    0.56        0.16        9.86357
    0.57        0.16        9.84146
    0.58        0.16        9.82012
    0.59        0.16        9.79955
    0.6        0.16        9.77972
    0.61        0.16        9.76061
    0.62        0.16        9.74222
    0.63        0.16        9.72451
    0.64        0.16        9.70748
    0.65        0.16        9.69089
    0.66        0.16        9.67473
    0.67        0.16        9.65897
    0.68        0.16        9.6436
    0.69        0.16        9.62884
    0.7        0.16        9.61468
    0.71        0.16        9.60109
    0.72        0.16        9.58807
    0.73        0.16        9.57562
    0.74        0.16        9.5637
    0.75        0.16        9.55232
    0.76        0.16        9.54147
    0.77        0.16        9.53113
    0.78        0.16        9.5213
    0.79        0.16        9.51197
    0.8        0.16        9.50313
    0.81        0.16        9.49476
    0.82        0.16        9.48687
    0.83        0.16        9.47944
    0.84        0.16        9.47248
    0.85        0.16        9.46596
    0.86        0.16        9.45989
    0.87        0.16        9.45427
    0.88        0.16        9.44907
    0.89        0.16        9.44431
    0.9        0.16        9.43998
    0.91        0.16        9.43607
    0.92        0.16        9.43258
    0.93        0.16        9.4295
    0.94        0.16        9.42684
    0.95        0.16        9.42458
    0.96        0.16        9.42274
    0.97        0.16        9.4213
    0.98        0.16        9.42027
    0.99        0.16        9.41965
    1        0.16        9.41942
    0.51        0.17        9.98652
    0.52        0.17        9.96045
    0.53        0.17        9.93526
    0.54        0.17        9.91091
    0.55        0.17        9.8874
    0.56        0.17        9.8647
    0.57        0.17        9.84279
    0.58        0.17        9.82166
    0.59        0.17        9.80128
    0.6        0.17        9.78165
    0.61        0.17        9.76274
    0.62        0.17        9.74454
    0.63        0.17        9.72702
    0.64        0.17        9.71018
    0.65        0.17        9.694
    0.66        0.17        9.67824
    0.67        0.17        9.66288
    0.68        0.17        9.64791
    0.69        0.17        9.63331
    0.7        0.17        9.61931
    0.71        0.17        9.60588
    0.72        0.17        9.59302
    0.73        0.17        9.5807
    0.74        0.17        9.56893
    0.75        0.17        9.55769
    0.76        0.17        9.54697
    0.77        0.17        9.53675
    0.78        0.17        9.52704
    0.79        0.17        9.51782
    0.8        0.17        9.50908
    0.81        0.17        9.50082
    0.82        0.17        9.49302
    0.83        0.17        9.48569
    0.84        0.17        9.4788
    0.85        0.17        9.47237
    0.86        0.17        9.46637
    0.87        0.17        9.46081
    0.88        0.17        9.45568
    0.89        0.17        9.45097
    0.9        0.17        9.44668
    0.91        0.17        9.44281
    0.92        0.17        9.43936
    0.93        0.17        9.43631
    0.94        0.17        9.43367
    0.95        0.17        9.43144
    0.96        0.17        9.42961
    0.97        0.17        9.42818
    0.98        0.17        9.42714
    0.99        0.17        9.42651
    1        0.17        9.42628
    0.51        0.18        9.98663
    0.52        0.18        9.96079
    0.53        0.18        9.93582
    0.54        0.18        9.9117
    0.55        0.18        9.88841
    0.56        0.18        9.86593
    0.57        0.18        9.84425
    0.58        0.18        9.82333
    0.59        0.18        9.80318
    0.6        0.18        9.78376
    0.61        0.18        9.76506
    0.62        0.18        9.74707
    0.63        0.18        9.72976
    0.64        0.18        9.71312
    0.65        0.18        9.69714
    0.66        0.18        9.68179
    0.67        0.18        9.66685
    0.68        0.18        9.65229
    0.69        0.18        9.6381
    0.7        0.18        9.62427
    0.71        0.18        9.61101
    0.72        0.18        9.59831
    0.73        0.18        9.58615
    0.74        0.18        9.57453
    0.75        0.18        9.56344
    0.76        0.18        9.55285
    0.77        0.18        9.54277
    0.78        0.18        9.53319
    0.79        0.18        9.52409
    0.8        0.18        9.51547
    0.81        0.18        9.50731
    0.82        0.18        9.49962
    0.83        0.18        9.49238
    0.84        0.18        9.48559
    0.85        0.18        9.47923
    0.86        0.18        9.47331
    0.87        0.18        9.46782
    0.88        0.18        9.46275
    0.89        0.18        9.45811
    0.9        0.18        9.45387
    0.91        0.18        9.45005
    0.92        0.18        9.44663
    0.93        0.18        9.44362
    0.94        0.18        9.44101
    0.95        0.18        9.43879
    0.96        0.18        9.43697
    0.97        0.18        9.43555
    0.98        0.18        9.43452
    0.99        0.18        9.43388
    1        0.18        9.43363
    0.51        0.19        9.98676
    0.52        0.19        9.96116
    0.53        0.19        9.93643
    0.54        0.19        9.91256
    0.55        0.19        9.88951
    0.56        0.19        9.86728
    0.57        0.19        9.84583
    0.58        0.19        9.82516
    0.59        0.19        9.80523
    0.6        0.19        9.78605
    0.61        0.19        9.76758
    0.62        0.19        9.74981
    0.63        0.19        9.73272
    0.64        0.19        9.7163
    0.65        0.19        9.70053
    0.66        0.19        9.6854
    0.67        0.19        9.67088
    0.68        0.19        9.65674
    0.69        0.19        9.64297
    0.7        0.19        9.62956
    0.71        0.19        9.61648
    0.72        0.19        9.60395
    0.73        0.19        9.59197
    0.74        0.19        9.58051
    0.75        0.19        9.56957
    0.76        0.19        9.55914
    0.77        0.19        9.5492
    0.78        0.19        9.53975
    0.79        0.19        9.53078
    0.8        0.19        9.52228
    0.81        0.19        9.51425
    0.82        0.19        9.50666
    0.83        0.19        9.49953
    0.84        0.19        9.49283
    0.85        0.19        9.48656
    0.86        0.19        9.48073
    0.87        0.19        9.47531
    0.88        0.19        9.47031
    0.89        0.19        9.46573
    0.9        0.19        9.46155
    0.91        0.19        9.45778
    0.92        0.19        9.4544
    0.93        0.19        9.45142
    0.94        0.19        9.44884
    0.95        0.19        9.44665
    0.96        0.19        9.44484
    0.97        0.19        9.44343
    0.98        0.19        9.4424
    0.99        0.19        9.44176
    1        0.19        9.4415
    0.51        0.2        9.98689
    0.52        0.2        9.96156
    0.53        0.2        9.9371
    0.54        0.2        9.91349
    0.55        0.2        9.8907
    0.56        0.2        9.86873
    0.57        0.2        9.84754
    0.58        0.2        9.82712
    0.59        0.2        9.80746
    0.6        0.2        9.78852
    0.61        0.2        9.7703
    0.62        0.2        9.75277
    0.63        0.2        9.73592
    0.64        0.2        9.71974
    0.65        0.2        9.7042
    0.66        0.2        9.68928
    0.67        0.2        9.67498
    0.68        0.2        9.66129
    0.69        0.2        9.64795
    0.7        0.2        9.63495
    0.71        0.2        9.62229
    0.72        0.2        9.60996
    0.73        0.2        9.59815
    0.74        0.2        9.58687
    0.75        0.2        9.57609
    0.76        0.2        9.56582
    0.77        0.2        9.55604
    0.78        0.2        9.54674
    0.79        0.2        9.53791
    0.8        0.2        9.52954
    0.81        0.2        9.52163
    0.82        0.2        9.51416
    0.83        0.2        9.50713
    0.84        0.2        9.50054
    0.85        0.2        9.49437
    0.86        0.2        9.48862
    0.87        0.2        9.48329
    0.88        0.2        9.47836
    0.89        0.2        9.47384
    0.9        0.2        9.46972
    0.91        0.2        9.466
    0.92        0.2        9.46267
    0.93        0.2        9.45973
    0.94        0.2        9.45718
    0.95        0.2        9.45501
    0.96        0.2        9.45323
    0.97        0.2        9.45182
    0.98        0.2        9.4508
    0.99        0.2        9.45015
    1        0.2        9.44988
    0.51        0.21        9.98703
    0.52        0.21        9.96199
